Rank,Title,Year,Rating,Runtime,Genre,User Rating,Metacritic
"8,166",Monster,VIII 2018, ,86 min,"Sci-Fi, Thriller",6.6,
"8,167",Identity,2022, , ,"Action, Sci-Fi, Thriller", ,
"8,168",City of Angels,I 2017, ,114 min,"Action, Drama, Horror", ,
"8,169",Jim,2010,Unrated,101 min,"Drama, Fantasy, Sci-Fi",5.5,
"8,170",Uzay Kuvvetleri 2911,2015, ,91 min,"Animation, Adventure, Sci-Fi",2.4,
"8,171",Pokémon: Red and Blue,, , ,"Adventure, Fantasy, Sci-Fi", ,
"8,172",The Guardian,II 2016,PG-13,72 min,"Action, Mystery, Sci-Fi",7.0,
"8,173",China Spy,, , ,"Action, Adventure, Fantasy", ,
"8,174",54 Days,2014, ,87 min,"Drama, Sci-Fi, Thriller",6.5,
"8,175",Time Refugees,2014, , ,Sci-Fi, ,
"8,176",Embers of the Sky,2010, ,92 min,"Drama, Fantasy, Romance",6.8,
"8,177",The Demeter,, , ,"Mystery, Sci-Fi, Thriller", ,
"8,178",Sankofa,2014, ,77 min,Sci-Fi,6.6,
"8,179",La sombra vengadora vs. La mano negra,1956, ,93 min,"Action, Adventure, Crime",4.7,
"8,180",Sleepwalker,1998,R,103 min,"Drama, Sci-Fi",6.6,
"8,181",Atomic Night,, , ,Sci-Fi, ,
"8,182",L'enfant Alien,2021, , ,"Action, Adventure, Sci-Fi", ,
"8,183",Monster: The Prehistoric Project,2015, ,79 min,"Horror, Sci-Fi",1.5,
"8,184",Hibernation,, , ,Sci-Fi, ,
"8,185",The Drowned World,, , ,"Sci-Fi, Thriller", ,
"8,186",Freaky Faron,2006, , ,"Adventure, Mystery, Sci-Fi",5.5,
"8,187",Onto the other side,, , ,"Drama, Sci-Fi", ,
"8,188",Steampunk,2010, , ,"Action, Drama, Fantasy",4.8,
"8,189",360,, , ,"Sci-Fi, Thriller", ,
"8,190",The Mystery of the Ghastly Face,1935, ,88 min,"Horror, Mystery, Sci-Fi",6.5,
"8,191",The Pleasure Machines,1969, ,70 min,Sci-Fi, ,
"8,192",Aurora,XV, , ,"Sci-Fi, Thriller", ,
"8,193",Haunted Ship,, , ,"Drama, Horror, Sci-Fi", ,
"8,194",Halbe Welt,1995, ,83 min,"Drama, Sci-Fi",6.6,
"8,195",Shock Invasion,2010,Not Rated,71 min,"Animation, Action, Adventure",6.3,
"8,196",Renegade of Light,, , ,Sci-Fi, ,
"8,197",Project: Extinction,2022, ,86 min,"Action, Adventure, Sci-Fi", ,
"8,198",Cognition: The Feature Film,, , ,"Drama, Sci-Fi, Thriller", ,
"8,199",The Force on Thunder Mountain,1978, ,93 min,"Drama, Sci-Fi",2.0,
"8,200",Érase una vez en Buenos Aires,2016, , ,"Comedy, Fantasy, Romance",5.9,
"8,201",Luminal,2004, ,89 min,"Drama, Sci-Fi, Thriller",5.2,
"8,202",Without you,, , ,"Action, Sci-Fi", ,
"8,203",Apex Vow,2021, , ,Sci-Fi, ,
"8,204",The Things We Tell the Ones We Love,2020, , ,Sci-Fi, ,
"8,205",Gigantes planetarios,1966, ,88 min,"Comedy, Fantasy, Sci-Fi",4.3,
"8,206",Neil,2005, ,90 min,"Drama, Sci-Fi",6.2,
"8,207",Rise of the Empire,2016, , ,"Action, Adventure, Sci-Fi", ,
"8,208",Meteor,2004,Not Rated,89 min,"Action, Sci-Fi, Thriller",4.0,
"8,209",Thunder Road,IV, , ,"Action, Adventure, Sci-Fi", ,
"8,210",5000 Space Aliens,2021, ,86 min,"Animation, Comedy, Sci-Fi", ,
"8,211",Imperceptible,, , ,"Adventure, Mystery, Sci-Fi", ,
"8,212",Ethiopia,, , ,"Action, Sci-Fi", ,
"8,213",Prey,III, , ,"Action, Sci-Fi", ,
"8,214",Doppelgänger,2019, , ,Sci-Fi, ,
"8,215","Go, Stop, Murder",2013, ,100 min,"Drama, Fantasy, Sci-Fi",5.5,
"8,216",The Atlantis Plague,, , ,Sci-Fi, ,
"8,217",Glimmer,I, , ,Sci-Fi, ,
"8,218",Welcome To Dopeland,2011,Not Rated,103 min,"Comedy, Sci-Fi",5.2,
"8,219",Próxima,2007, ,116 min,Sci-Fi,5.2,
"8,220",Mind-Bender,2015, ,82 min,"Action, Comedy, Crime", ,
"8,221",Pól serio,2000, ,85 min,"Comedy, Sci-Fi",6.2,
"8,222",Cannibal Run,2017,R,75 min,Sci-Fi, ,
"8,223",Time Cave,, , ,"Horror, Sci-Fi", ,
"8,224",Rising Stars,, , ,Sci-Fi, ,
"8,225",L'homme au cerveau greffé,1972, ,80 min,"Drama, Horror, Sci-Fi",6.2,
"8,226",The Soulless,2014, ,450 min,"Horror, Sci-Fi", ,
"8,227",Filme B - Os Mutantes do Espaço,2017, ,100 min,"Comedy, Sci-Fi",7.0,
"8,228",Dead in the Water,, , ,"Action, Horror, Sci-Fi", ,
"8,229",Legacy of the Tengu,2014, , ,"Action, Family, Fantasy",6.2,
"8,230",El superpolicia ochoochenta '880',1986, ,85 min,"Comedy, Crime, Drama",4.8,
"8,231",Operation Dead End,1986, ,95 min,"Drama, Sci-Fi",5.5,
"8,232",12th Man,, , ,"Action, Sci-Fi, Thriller", ,
"8,233",Attack of the Alien Jelly Monsters from the Depths of Uranus,2011, , ,"Comedy, Horror, Sci-Fi",4.6,
"8,234",The Incredible Shrinking Man,, , ,"Action, Comedy, Sci-Fi", ,
"8,235",The Dragonfly Conspiracy,2019, ,85 min,"Mystery, Sci-Fi, Thriller", ,
"8,236",Biopsy Shake,2005, , ,Sci-Fi, ,
"8,237",I Am Jacob,2018, ,90 min,Sci-Fi, ,
"8,238",Robot: Colony 25,, , ,"Sci-Fi, Thriller", ,
"8,239",Cyber Seeker,1993, ,90 min,"Action, Sci-Fi",3.4,
"8,240",Pixel Theory,2013, ,90 min,Sci-Fi,6.6,
"8,241",Xenoa,2007, , ,"Action, Fantasy, Sci-Fi",5.2,
"8,242",Dog Men,2014, ,67 min,Sci-Fi,5.3,
"8,243",The Substitutes,2018, ,90 min,"Animation, Comedy, Family", ,
"8,244",To,2009, ,85 min,"Animation, Action, Adventure",6.0,
"8,245",Listen,III 2013,Not Rated,95 min,"Drama, Romance, Sci-Fi",5.8,
"8,246",Untitled Space War Project,, , ,"Action, Sci-Fi", ,
"8,247",Cult of Nightmares,2020, ,87 min,"Horror, Sci-Fi", ,
"8,248",Tokyo Telepath 2020,2020, ,49 min,Sci-Fi, ,
"8,249",Doctor Who: Rumors of Whispers,2018, ,45 min,Sci-Fi, ,
"8,250",Street Rats,1996, ,129 min,Sci-Fi,6.1,
"8,251",Alam: Kingdom,2020, , ,Sci-Fi, ,
"8,252",Cyborg 009: Call of Justice II,2016, ,100 min,"Animation, Action, Sci-Fi",6.2,
"8,253",A Night at the Mansion,2021, , ,"Mystery, Sci-Fi, Thriller", ,
"8,254",Absolución,2020, ,100 min,Sci-Fi, ,
"8,255",El enmascarado de plata,1954, ,125 min,"Action, Adventure, Sci-Fi",5.5,
"8,256",Vesuvius,2018, ,46 min,Sci-Fi, ,
"8,257",6 Minutes of Death,II 2013,Not Rated,70 min,Sci-Fi,3.6,
"8,258",Planetfall,2005,Not Rated,90 min,"Action, Sci-Fi, Western",2.8,
"8,259",Alien Agenda: Under the Skin,1997, ,75 min,Sci-Fi,2.4,
"8,260",The Trip,III, , ,"Horror, Sci-Fi, Thriller", ,
"8,261",Chô shôjo Reiko,1991, ,100 min,"Fantasy, Horror, Mystery",5.4,
"8,262",Sanctum Deep,, , ,"Sci-Fi, Thriller", ,
"8,263",Post-Human,, , ,Sci-Fi, ,
"8,264",Circulation,I 2008,Not Rated,88 min,"Action, Fantasy, Horror",4.0,
"8,265",West of the Sun,, , ,"Romance, Sci-Fi, Western", ,
"8,266",Untitled Andy Weir/Lord Miller Project,, , ,"Adventure, Sci-Fi", ,
"8,267",Junkers,II, , ,Sci-Fi, ,
"8,268",Folding City,, , ,Sci-Fi, ,
"8,269",The Resellers Movie,2022, , ,"Comedy, Horror, Sci-Fi", ,
"8,270",Code Zero,I, , ,Sci-Fi, ,
"8,271",Haytabo,1971, ,75 min,Sci-Fi,5.3,
"8,272",FON,, , ,Sci-Fi, ,
"8,273",Kamen Raidaa Burakku: Kyoufu! Akumatouge no kaijinkan!,1988, , ,"Action, Adventure, Drama",5.6,
"8,274",Wraith of the Umbra and Eidolon,2018, ,154 min,"Adventure, Fantasy, Sci-Fi", ,
"8,275",Begstvo mistera Mak-Kinli,1975, ,162 min,"Fantasy, Sci-Fi",6.6,
"8,276",2084,I, , ,Sci-Fi, ,
"8,277",Night Sights,2011, ,89 min,"Drama, Family, Sci-Fi",2.8,
"8,278",Sci-Fi High: The Movie Musical,2010,Not Rated,92 min,"Comedy, Musical, Romance",3.8,
"8,279",I Heart Doomsday,2010, ,85 min,"Comedy, Romance, Sci-Fi",5.9,
"8,280",Implant,, , ,"Action, Mystery, Sci-Fi", ,
"8,281",Slow Action,2011, ,45 min,Sci-Fi,6.9,
"8,282",Under the Rainbow,1999, ,105 min,"Drama, Sci-Fi",5.3,
"8,283",Again,III, , ,"Sci-Fi, Thriller", ,
"8,284",Adventurados,2015, ,86 min,"Adventure, Comedy, Sci-Fi",6.0,
"8,285",Omega Diary,1999,R,95 min,"Drama, Sci-Fi",4.2,
"8,286",Kass kukub käppadele,1999, ,85 min,"Adventure, Sci-Fi, Thriller",4.9,
"8,287",Majinkaiza: Shitô! Ankoku dai shôgun,2003, ,60 min,"Animation, Sci-Fi",6.7,
"8,288",Planned Indifference,, , ,"Drama, Sci-Fi, Thriller", ,
"8,289",The Darkest Matter,2011, ,66 min,"Sci-Fi, Thriller", ,
"8,290",Timeless,XIV, , ,"Drama, Sci-Fi", ,
"8,291","Vixens of Virtue, Vixens of Vice",2010, , ,Sci-Fi,7.2,
"8,292",Czule miejsca,1981, ,89 min,Sci-Fi,6.4,
"8,293",Exaella,2011, ,90 min,"Animation, Action, Drama",5.7,
"8,294",Jimmy Traynor's Alien Parasite,2020, , ,Sci-Fi, ,
"8,295",CR: Complete Reality,2020, , ,"Action, Drama, Sci-Fi", ,
"8,296",Spin State,, , ,"Drama, Mystery, Sci-Fi", ,
"8,297",Elixir of Life,I, , ,"Action, Adventure, Sci-Fi", ,
"8,298",Talon,2011, ,64 min,"Fantasy, Horror, Sci-Fi",6.3,
"8,299",Islands in the Sky,, , ,Sci-Fi, ,
"8,300",Code,I, , ,Sci-Fi, ,
"8,301",Orishas: The Hidden Pantheon,2016, ,105 min,"Action, Adventure, Sci-Fi",6.3,
"8,302",The Cage,2018, ,83 min,"Drama, Fantasy, Sci-Fi", ,
"8,303",Abduction,I 2020, , ,Sci-Fi, ,
"8,304",Slasher House 3,2022, , ,"Action, Horror, Sci-Fi", ,
"8,305",Darkeye: CyberHunt,, , ,"Horror, Sci-Fi, Thriller", ,
"8,306",Tirannoui baltob,1994, ,92 min,"Adventure, Family, Fantasy",4.7,
"8,307",Falling Star,2021, ,85 min,"Sci-Fi, Thriller", ,
"8,308",Bad Vegan and the Teleportation Machine,2016, ,90 min,"Comedy, Sci-Fi, Thriller",6.9,
"8,309",Zombie Unit 713,2003, , ,Sci-Fi, ,
"8,310",Second Encounter: Felts Field 2,2020,Not Rated, ,"Horror, Mystery, Sci-Fi", ,
"8,311",Danger Diva,2017, ,105 min,"Action, Sci-Fi, Thriller",7.3,
"8,312",Colpo di stato,1969, ,104 min,"Comedy, Drama, Sci-Fi",7.4,
"8,313",Future Shock,2021, ,46 min,Sci-Fi, ,
"8,314",Croisières sidérales,1942, ,95 min,Sci-Fi,5.5,
"8,315",The Dual,, , ,"Action, Adventure, Sci-Fi", ,
"8,316",Dead South,II 2021, ,71 min,Sci-Fi, ,
"8,317",Gravedigger and the Random People,, , ,"Action, Drama, Sci-Fi", ,
"8,318",Untitled Frankenstein Film,, , ,"Horror, Sci-Fi", ,
"8,319",Three Worlds,2018, ,88 min,"Drama, Sci-Fi",3.3,
"8,320",The Genius,1993,Unrated,86 min,"Comedy, Crime, Sci-Fi",5.0,
"8,321",Runaway Day,2013, ,86 min,"Drama, Sci-Fi",5.9,
"8,322",Cefalópodo,2010, ,90 min,"Drama, Sci-Fi",5.6,
"8,323",Môretsu pairêtsu: Abyss of Hyperspace - Akuu no shin'en,2014, , ,"Animation, Adventure, Comedy",5.5,
"8,324",L'assassin jouait du trombone,1991,G,96 min,"Comedy, Crime, Mystery",6.2,
"8,325",Intruders,I, , ,Sci-Fi, ,
"8,326",Sylas: The Last Gunman,2022, , ,"Adventure, Sci-Fi, Western", ,
"8,327",Red White and Bluey,2017, , ,"Crime, Drama, Sci-Fi", ,
"8,328",Marching Out of Time,1993,PG,77 min,"Comedy, Sci-Fi",3.7,
"8,329",The Wish,II 2012, ,90 min,"Drama, Fantasy, Horror",6.5,
"8,330",Cold shot,2022, , ,"Action, Sci-Fi", ,
"8,331",Star Party,2005, ,97 min,"Horror, Sci-Fi",5.4,
"8,332",Untitled Ruben Fleischer/Sci-Fi Project,, , ,"Fantasy, Sci-Fi", ,
"8,333",Squid Man,2013,Not Rated,89 min,"Comedy, Sci-Fi",6.5,
"8,334",Colonizer,, ,90 min,"Horror, Sci-Fi", ,
"8,335",Sonchidi,2011,Not Rated,55 min,"Drama, Mystery, Sci-Fi",6.3,
"8,336","100% lucha, el amo de los clones",2009, ,80 min,"Action, Adventure, Sci-Fi",5.0,
"8,337",Apeiron,II 2013,Not Rated,90 min,"Drama, Sci-Fi, Thriller",4.8,
"8,338",Killerhertz,2020, ,80 min,"Horror, Sci-Fi, Thriller",3.0,
"8,339",Skyhook,2012, ,97 min,"Crime, Sci-Fi",3.7,
"8,340",The Plagued,2015, , ,Sci-Fi, ,
"8,341",Travelers,I 2017, ,63 min,Sci-Fi,3.7,
"8,342",Aurora,XI, , ,Sci-Fi, ,
"8,343",Christmas with Cookie,2016, ,53 min,"Comedy, Horror, Sci-Fi",4.5,
"8,344",No raifu kingu,1991, ,106 min,"Drama, Sci-Fi",5.8,
"8,345",North End,, , ,Sci-Fi, ,
"8,346",El hijo del hombre perseguido por un O.V.N.I.,2020, ,105 min,Sci-Fi, ,
"8,347",Animorphs,2007, , ,"Adventure, Sci-Fi",5.4,
"8,348",All American Zombie Drugs,2010,PG-13,99 min,"Adventure, Comedy, Crime",3.2,
"8,349",Star Wars: Paths to Rebellion,, , ,Sci-Fi, ,
"8,350",Influx,II, , ,Sci-Fi, ,
"8,351",Superman and the Jungle Devil,1954, ,77 min,"Action, Fantasy, Sci-Fi",6.5,
"8,352",Chaos and Order,2022, , ,Sci-Fi, ,
"8,353",Distraction,II 2012,PG-13,60 min,"Sci-Fi, Thriller",6.1,
"8,354",Nebulous Dark,, , ,Sci-Fi, ,
"8,355",The Shadowlands,2003, ,91 min,Sci-Fi,5.6,
"8,356",Victor,I 2022, , ,Sci-Fi, ,
"8,357",Rasuto Furankenshutain,1991, ,118 min,"Drama, Horror, Sci-Fi",5.6,
"8,358",Epsilon,I, , ,Sci-Fi, ,
"8,359",I Can't Sleep,2020, ,62 min,"Drama, Sci-Fi", ,
"8,360",The Voice from the Sky,1929, , ,Sci-Fi,4.8,
"8,361",Mrugjal... Ek Naslela Astitva,2000, , ,"Drama, Sci-Fi, Thriller",6.2,
"8,362",The Emissary,II 2015, ,99 min,"Adventure, Comedy, Drama", ,
"8,363",Monismanien 1995,1975, ,97 min,"Drama, Sci-Fi",4.5,
"8,364",Evolutionary,2019, , ,"Action, Sci-Fi", ,
"8,365",Bola Kampung: The Movie,2013, ,97 min,"Animation, Adventure, Sci-Fi",6.7,
"8,366",Ultra-Toxic,2005, ,70 min,Sci-Fi,5.6,
"8,367",Gekijôban Kamen Raidâ Doraibu: Sapuraizu fyûchâ,2015, ,65 min,"Action, Adventure, Fantasy",7.4,
"8,368","Takot ako, eh!",1987, , ,"Comedy, Horror, Thriller",6.3,
"8,369",Genesis,VII, , ,"Sci-Fi, Thriller", ,
"8,370",Free Fall,VI, , ,Sci-Fi, ,
"8,371",Kaze wo mita shônen,2000, ,97 min,"Animation, Action, Adventure",6.2,
"8,372",Major Majestyk: The Diaries,2023, , ,Sci-Fi, ,
"8,373",Time Teens: The Beginning,2015, ,119 min,"Action, Adventure, Fantasy",6.6,
"8,374",Horror in the Wind,2008, ,90 min,"Comedy, Sci-Fi",4.3,
"8,375","Hesus, rebolusyunaryo",2002, ,112 min,"Action, Drama, Sci-Fi",6.4,
"8,376",The Takeover,, , ,"Action, Sci-Fi", ,
"8,377","144,000",, , ,"Action, Adventure, Sci-Fi", ,
"8,378",Crazy Weapon 5: Back for the First Time,2020,Not Rated,50 min,"Action, Comedy, Sci-Fi", ,
"8,379",Explorers,, , ,"Adventure, Sci-Fi", ,
"8,380",Rent a Hero,, , ,"Action, Comedy, Sci-Fi", ,
"8,381",Feral 2,2017, , ,Sci-Fi, ,
"8,382",The Final Shift,2012,G,90 min,Sci-Fi,5.0,
"8,383",Apocalypse Highway,, , ,"Action, Sci-Fi", ,
"8,384",Raising Dead,2002, , ,"Action, Horror, Sci-Fi",5.7,
"8,385",Rift,I, , ,"Sci-Fi, Thriller", ,
"8,386",The Beyblade,, , ,"Drama, Mystery, Sci-Fi", ,
"8,387",Dino Brained,2019, ,59 min,"Animation, Comedy, Family",4.5,
"8,388",Mezhzvyozdnyie voyny. Sila probuzhdayetsya,2015, ,48 min,"Action, Comedy, Horror",8.5,
"8,389",Space Baby,2021, , ,"Family, Fantasy, Sci-Fi", ,
"8,390",Asockalypse!,2016, ,92 min,"Comedy, Sci-Fi",5.1,
"8,391",One-Ten,, , ,"Drama, Mystery, Sci-Fi", ,
"8,392",Super Majingga 3,1982, ,69 min,"Animation, Action, Sci-Fi",6.0,
"8,393",Daikaijuu charanporan matsuri: Tetsudon,2017, ,115 min,"Comedy, Fantasy, Horror",5.5,
"8,394",Terra Antiquis,, , ,Sci-Fi, ,
"8,395",Live,III 2020, ,84 min,"Drama, Music, Sci-Fi",6.4,
"8,396",Rocket Girl,1962, , ,"Drama, Fantasy, Sci-Fi", ,
"8,397",You yi tian,2010, ,93 min,"Drama, Romance, Sci-Fi",6.6,
"8,398",Ad Astra,, , ,Sci-Fi, ,
"8,399",Gun Metal Max,, , ,Sci-Fi, ,
"8,400",Les 4 soldats,2013,Not Rated,83 min,"Action, Drama, Sci-Fi",5.7,
"8,401",Dr. Strange or: How I Learned to Stop Worrying and Love the Word,2020, , ,"Fantasy, Sci-Fi, Thriller", ,
"8,402",Inherit the Earth,, , ,"Action, Adventure, Sci-Fi", ,
"8,403",Nanase futatabi,2010, , ,"Sci-Fi, Thriller",4.5,
"8,404",Purple Glow,2005, ,78 min,"Horror, Sci-Fi",4.0,
"8,405",Breaking the Loop,, , ,Sci-Fi, ,
"8,406",The Truth,II 2014, ,99 min,"Action, Drama, Sci-Fi",5.0,
"8,407",Mr. Earth,, , ,Sci-Fi, ,
"8,408",51 the Movie,, , ,Sci-Fi, ,
"8,409",Space Police,2004, ,75 min,"Adventure, Sci-Fi",6.6,
"8,410",Infinitum,, , ,Sci-Fi, ,
"8,411",HuMech,, , ,"Horror, Sci-Fi, Thriller", ,
"8,412",Hunter,XI, , ,Sci-Fi, ,
"8,413",Ripple,VII, , ,"Romance, Sci-Fi", ,
"8,414",The Truth About the War in Heaven: Declaration of War,, , ,"Drama, Mystery, Sci-Fi", ,
"8,415",A Princesa de Rangoon,2021, ,97 min,"Drama, Musical, Sci-Fi", ,
"8,416",Los supersabios,1978, ,78 min,"Animation, Comedy, Family",5.8,
"8,417",The Lost Face,2001,Not Rated,58 min,"Drama, Horror, Mystery",6.1,
"8,418",Master Key,2009, ,104 min,"Mystery, Sci-Fi",6.0,
"8,419",The Future,2011,Not Rated,86 min,"Comedy, Sci-Fi",5.1,
"8,420",The Count,, , ,"Drama, Sci-Fi", ,
"8,421",Frank's Deep Fake,2019, ,52 min,"Drama, Fantasy, Sci-Fi", ,
"8,422",Yûrei vs. uchûjin 03,2007, ,92 min,"Comedy, Drama, Horror",3.9,
"8,423",The Ah of Life,2010,TV-PG,82 min,"Drama, Romance, Sci-Fi",7.0,
"8,424",Bleak Future,1997,Not Rated,73 min,"Action, Comedy, Horror",5.5,
"8,425",Coyote,II 2014, ,75 min,"Comedy, Fantasy, Horror",5.8,
"8,426",Lumber vs. Jack,2014, ,86 min,"Comedy, Horror, Sci-Fi",3.5,
"8,427",Perazhagi ISO,2019, ,108 min,"Comedy, Drama, Sci-Fi",4.4,
"8,428",Enemy Empire,2013,Not Rated,97 min,"Adventure, Fantasy, Sci-Fi",3.1,
"8,429",Cerebral Print: The Secret Files,2005, ,88 min,"Sci-Fi, Action, Adventure",5.3,
"8,430",Urutoraman Zofuii,1984, , ,Sci-Fi,5.3,
"8,431",Arrobá,2013, ,97 min,"Comedy, Sci-Fi",4.5,
"8,432",U.F.O.,I, , ,Sci-Fi, ,
"8,433",Colony Mutation,1995,Not Rated,83 min,"Horror, Sci-Fi",4.8,
"8,434",Uvod u drugi zivot,1992, ,100 min,"Drama, Sci-Fi",6.3,
"8,435",Hive Mind,2009, ,115 min,"Horror, Sci-Fi",5.0,
"8,436",The Pricks from Pluto VS. The Vaginas from Venus,2006, ,55 min,Sci-Fi, ,
"8,437",Cleric,2014, , ,"Action, Adventure, Sci-Fi",3.3,
"8,438",Barn of the Blood Llama,1997, ,79 min,"Comedy, Horror, Sci-Fi",2.6,
"8,439",Hidden Agenda,2021, ,77 min,Sci-Fi, ,
"8,440",Der achte Tag,1990, ,99 min,Sci-Fi,5.6,
"8,441",Last Flight of the Champion,2013,PG,88 min,"Animation, Comedy, Family",4.9,
"8,442",Parapsychology 101,2012,Not Rated,71 min,"Drama, Sci-Fi",6.3,
"8,443",Star Wars: New Horizons,, , ,"Animation, Adventure, Sci-Fi", ,
"8,444",Urutoraman sutori,1984, ,93 min,Sci-Fi,6.2,
"8,445",The Swarm,, , ,"Horror, Sci-Fi, Thriller", ,
"8,446",Zombies Reborn,2012, ,88 min,"Horror, Sci-Fi",5.0,
"8,447",Mardock Scramble,, , ,Sci-Fi, ,
"8,448",The Cockroach That Ate Cincinnati,1996, ,95 min,"Comedy, Sci-Fi",6.5,
"8,449",Untitled Tex Murphy Project,, , ,"Adventure, Romance, Sci-Fi", ,
"8,450",The Plague,, , ,"Sci-Fi, Thriller", ,
"8,451",The Gulf,, ,96 min,"Horror, Sci-Fi, Thriller", ,
"8,452",Assimilation,2019, ,79 min,"Horror, Music, Sci-Fi", ,
"8,453",Oblivion Song,, , ,Sci-Fi, ,
"8,454",Lock-In,2020, ,140 min,"Comedy, Musical, Sci-Fi",8.4,
"8,455",Return of Mr. Superman,1960, , ,"Action, Adventure, Crime",3.9,
"8,456",The Sleeper,2005, ,69 min,"Sci-Fi, Thriller",6.8,
"8,457",Kamen Raidâ × Kamen Raidâ Doraibu ando Gaimu Mûbî Taisen Furu Surottoru,2014, ,93 min,"Action, Adventure, Fantasy",7.3,
"8,458",Up! Up! To the Sky,2008, ,97 min,"Comedy, Drama, Romance",6.1,
"8,459",Hercules in the Valley of Woe,1961, ,90 min,"Comedy, Fantasy, Sci-Fi",5.4,
"8,460",The Age of Insects,1990, ,75 min,"Sci-Fi, Comedy, Horror",5.0,
"8,461",Paradise,XXVII, , ,Sci-Fi, ,
"8,462",Az eröd,1979, ,122 min,Sci-Fi,7.1,
"8,463",Finding Oblivion,2014, , ,Sci-Fi,3.9,
"8,464",Konto Gojugo-go: Uchu daibôken,1969, ,72 min,"Adventure, Comedy, Sci-Fi",4.9,
"8,465",Molchaniye doktora Ivensa,1974, ,90 min,Sci-Fi,6.2,
"8,466",Shanhu dao shang de shi guang,1980, , ,"Sci-Fi, Thriller",5.1,
"8,467",Pasaporte a la muerte,1968, ,85 min,"Action, Drama, Sci-Fi",4.1,
"8,468",Sliders,, , ,"Horror, Sci-Fi", ,
"8,469",The Telling,III, , ,Sci-Fi, ,
"8,470",Apo ti Gi sti Selini,2013,Not Rated,87 min,"Animation, Comedy, Sci-Fi",7.1,
"8,471",A Man Called Nereus,2012,Not Rated,98 min,"Action, Comedy, Sci-Fi",6.6,
"8,472",Time Demon,1996, ,90 min,"Comedy, Horror, Sci-Fi",5.1,
"8,473",Post-War,2015, ,85 min,"Comedy, Sci-Fi", ,
"8,474",Teddy Bomb,2014, ,75 min,"Action, Comedy, Sci-Fi",6.2,
"8,475",Not Another Monster Movie,2019, , ,"Comedy, Sci-Fi",8.7,
"8,476",Scylla Dilemma,, , ,Sci-Fi, ,
"8,477",Ion,, , ,Sci-Fi, ,
"8,478",Reunion of Champions,, , ,"Action, Comedy, Drama", ,
"8,479",I'm Not Jesus Mommy,2010,R,89 min,"Drama, Sci-Fi, Thriller",2.5,
"8,480",The Peacemakers,2020, ,149 min,"Action, Adventure, Drama", ,
"8,481",Cosmic-Man,, ,105 min,"Action, Fantasy, Sci-Fi", ,
"8,482",Subconscious Reality,2016,Not Rated,91 min,"Action, Sci-Fi, Thriller",5.6,
"8,483",Asujaak,2007, ,93 min,"Comedy, Sci-Fi",5.9,
"8,484",The Nostradamus Mission: The New Age,2023, , ,"Drama, Fantasy, Sci-Fi", ,
"8,485",Skyward,II, , ,"Drama, Sci-Fi", ,
"8,486",It's Great to Be Alive,1933,Passed,69 min,"Comedy, Musical, Sci-Fi",5.7,
"8,487",Destiny,III 2020, , ,"Action, Sci-Fi", ,
"8,488",Cyborg 009: Call of Justice III,2016, ,100 min,"Animation, Action, Sci-Fi",6.3,
"8,489",Panacea,, , ,"Sci-Fi, Thriller", ,
"8,490",First Person Shooter,I, , ,Sci-Fi, ,
"8,491",It Happened in New York,1935,Passed,75 min,"Comedy, Music, Romance",5.9,
"8,492",The Double,2018, ,57 min,"Fantasy, Sci-Fi", ,
"8,493",Dimensions,I, , ,Sci-Fi, ,
"8,494",Disappearing Bakersfield,2012,Not Rated,145 min,"Adventure, Comedy, Mystery",7.0,
"8,495",The Planet of Doom,, , ,"Animation, Fantasy, Music", ,
"8,496",Egghead's Robot,1970, ,56 min,"Family, Sci-Fi",5.1,
"8,497",Malta con Huevo,2007,Not Rated,88 min,"Comedy, Crime, Sci-Fi",6.3,
"8,498",Zombie Cats from Mars,2015,Not Rated,97 min,"Horror, Sci-Fi",3.7,
"8,499",Attack of the Giant Teacher,2020, ,70 min,"Comedy, Fantasy, Sci-Fi",4.3,
"8,500",A Princesa e o Robô,1983, ,93 min,"Animation, Adventure, Family",7.4,
"8,501",Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,2018, ,104 min,"Animation, Action, Adventure",6.2,
"8,502",Men with Steel Faces,1940,Passed,70 min,"Adventure, Music, Sci-Fi",4.4,
"8,503",El último varon sobre la Tierra,1933,Passed,70 min,"Comedy, Fantasy, Music",5.7,
"8,504",Aquatilis,, , ,Sci-Fi, ,
"8,505",2076 Olympiad,1977,X,90 min,"Comedy, Sci-Fi",6.0,
"8,506",Game Day,, , ,"Action, Sci-Fi", ,
"8,507",Skatecop,, , ,"Action, Comedy, Sci-Fi", ,
"8,508",La venganza de Huracán Ramirez,1969, ,87 min,"Fantasy, Sci-Fi",4.4,
"8,509",Beyond This Earth,2020, , ,"Mystery, Sci-Fi", ,
"8,510",The Comeback,II, , ,Sci-Fi, ,
"8,511",Single Minded,2010, ,109 min,"Action, Drama, Sci-Fi",6.8,
"8,512",Valeria,I, ,90 min,Sci-Fi, ,
"8,513",Killer Tumbleweeds,2008, ,87 min,"Comedy, Horror, Sci-Fi",5.3,
"8,514",I am: I am Robot,2017,Not Rated,92 min,"Drama, Fantasy, Sci-Fi",1.7,
"8,515","Matt Mercury, Plot of the Galactic Mastermind",2012,Not Rated,90 min,Sci-Fi,5.4,
"8,516",Muñecas peligrosas,1969,TV-14,75 min,"Comedy, Action, Adventure",6.0,
